,la_name,Region,ONS code,total_comms,n_above_avg_comms,p_above_avg_comms,total_gms,n_above_avg_gms,p_above_avg_gms,total_fms,n_above_avg_fms,p_above_avg_fms,total_problem_solving,n_above_avg_problem_solving,p_above_avg_problem_solving,total_personal_social,n_above_avg_personal_social,p_above_avg_personal_social,total_overall,n_above_avg_overall,p_above_avg_overall,date,total_kids_hv,eyfsp_score,response_rate_census,response_rate_hv,response_rate_combined,response_rate_warning
38,Doncaster,Yorkshire and The Humber,E08000017,824,670,0.8131067961165048,824,774,0.9393203883495146,824,784,0.9514563106796117,824,782,0.9490291262135923,824,771,0.9356796116504854,824,649,0.787621359223301,January 2022 - March 2022,956,,0.9309163574079361,0.9217071791972866,0.9263117683026114,No
39,East Riding of Yorkshire,Yorkshire and The Humber,E06000011,677,615,0.9084194977843427,677,648,0.9571639586410635,677,655,0.9675036927621861,677,633,0.9350073855243722,677,648,0.9571639586410635,677,586,0.8655834564254062,January 2022 - March 2022,759,,0.8492426910884114,0.8672661870503597,0.8582544390693856,No
40,Kingston upon Hull,Yorkshire and The Humber,E06000010,619,536,0.8659127625201939,619,588,0.9499192245557351,619,586,0.9466882067851373,619,582,0.9402261712439418,619,561,0.9063004846526656,619,511,0.8255250403877221,January 2022 - March 2022,778,,0.7929529154973496,0.8269918699186992,0.8099723927080245,No
41,Kirklees,Yorkshire and The Humber,E08000034,443,390,0.8803611738148984,443,415,0.9367945823927766,443,422,0.9525959367945824,443,411,0.927765237020316,443,405,0.9142212189616253,443,370,0.835214446952596,January 2022 - March 2022,1318,,0.3200815494393476,0.31231350706186595,0.31619752825060676,No
42,Leeds,Yorkshire and The Humber,E08000035,1607,1448,0.9010578718108276,1607,1540,0.9583074051026758,1607,1549,0.9639079029247044,1607,1513,0.9415059116365899,1607,1502,0.9346608587429994,1607,1400,0.8711885500933416,January 2022 - March 2022,2370,,0.7339519650655022,0.7250080879974118,0.7294800265314569,No
43,North East Lincolnshire,Yorkshire and The Humber,E06000012,401,348,0.8678304239401496,401,385,0.9600997506234414,401,391,0.9750623441396509,401,388,0.9675810473815462,401,380,0.9476309226932669,401,328,0.8179551122194514,January 2022 - March 2022,472,,0.8139255702280912,0.7962419260129184,0.8050837481205049,No
44,North Lincolnshire,Yorkshire and The Humber,E06000013,378,332,0.8783068783068783,378,362,0.9576719576719577,378,369,0.9761904761904762,378,355,0.9391534391534392,378,351,0.9285714285714286,378,317,0.8386243386243386,January 2022 - March 2022,447,,0.9136778115501519,0.8962432915921288,0.9049605515711403,No
45,North Yorkshire,Yorkshire and The Humber,E10000023,1223,1108,0.9059689288634505,1223,1175,0.9607522485690924,1223,1174,0.9599345870809485,1223,1152,0.9419460343417825,1223,1147,0.937857726901063,1223,1074,0.8781684382665577,January 2022 - March 2022,1297,,0.8728797408042691,0.9291945627916413,0.9010371517979552,No
46,Rotherham,Yorkshire and The Humber,E08000018,654,55,0.08409785932721713,654,56,0.0856269113149847,654,50,0.0764525993883792,654,61,0.09327217125382263,654,58,0.08868501529051988,654,42,0.06422018348623854,January 2022 - March 2022,703,,0.9652728561304039,0.8669637173774666,0.9161182867539353,No
47,Sheffield,Yorkshire and The Humber,E08000019,1241,1101,0.887187751813054,1241,1202,0.9685737308622079,1241,1200,0.9669621273166801,1241,1175,0.9468170829975826,1241,1170,0.9427880741337631,1241,1040,0.8380338436744561,January 2022 - March 2022,1524,,0.8672596073166638,0.8672596073166638,0.8672596073166638,No
48,Wakefield,Yorkshire and The Humber,E08000036,807,736,0.9120198265179678,807,758,0.9392812887236679,807,783,0.9702602230483272,807,774,0.9591078066914498,807,785,0.9727385377942999,807,711,0.8810408921933085,January 2022 - March 2022,996,,0.6139511458071015,0.6061660865241174,0.6100586161656094,No
49,York,Yorkshire and The Humber,E06000014,420,394,0.9380952380952381,420,401,0.9547619047619048,420,408,0.9714285714285714,420,410,0.9761904761904762,420,406,0.9666666666666667,420,372,0.8857142857142857,January 2022 - March 2022,448,,0.7906836055656382,0.7765894236482471,0.7836365146069426,No
50,Derby,East Midlands,E06000015,681,588,0.8634361233480177,681,656,0.9632892804698973,681,661,0.9706314243759178,681,642,0.9427312775330396,681,631,0.9265785609397944,681,566,0.8311306901615272,January 2022 - March 2022,796,,0.8875598086124402,0.8415424497731692,0.8645511291928047,No
51,Derbyshire,East Midlands,E10000007,1346,1191,0.8848439821693908,1346,1276,0.9479940564635958,1346,1298,0.9643387815750372,1346,1244,0.924219910846954,1346,1242,0.9227340267459139,1346,1116,0.8291233283803864,January 2022 - March 2022,1885,,0.8930978700458344,0.8871183717193358,0.8901081208825852,No
52,Leicester,East Midlands,E06000016,868,757,0.8721198156682027,868,857,0.9873271889400922,868,799,0.9205069124423964,868,839,0.966589861751152,868,815,0.9389400921658986,868,659,0.7592165898617511,January 2022 - March 2022,1242,,0.7920017873100983,0.7453742640874684,0.7686880256987834,No
53,Leicestershire,East Midlands,E10000018,1376,1225,0.8902616279069767,1376,1277,0.9280523255813954,1376,1272,0.9244186046511628,1376,1312,0.9534883720930233,1376,1278,0.9287790697674418,1376,1070,0.7776162790697675,January 2022 - March 2022,1930,,0.7317003294656926,0.7064029871387083,0.7190516583022004,No
54,Lincolnshire,East Midlands,E10000019,958,859,0.8966597077244259,958,912,0.9519832985386222,958,920,0.9603340292275574,958,878,0.9164926931106472,958,888,0.9269311064718163,958,802,0.837160751565762,January 2022 - March 2022,1854,,0.265974325688735,0.2564673157162726,0.26122082070250385,No
55,North Northamptonshire,East Midlands,E06000061,923,724,0.7843986998916577,923,849,0.9198266522210184,923,846,0.9165763813651138,923,812,0.8797399783315276,923,814,0.8819068255687974,923,706,0.7648970747562297,January 2022 - March 2022,1007,,0.6471023427866831,0.6836894215737364,0.6653958821802097,No
56,Nottingham,East Midlands,E06000018,804,668,0.8308457711442786,804,730,0.9079601990049752,804,625,0.777363184079602,804,713,0.8868159203980099,804,663,0.8246268656716418,804,511,0.6355721393034826,January 2022 - March 2022,916,,0.8,0.8024383485730119,0.801219174286506,No
57,Nottinghamshire,East Midlands,E10000024,1791,1552,0.8665549972082636,1791,1684,0.9402568397543272,1791,1767,0.9865996649916248,1791,1714,0.9570072585147962,1791,1681,0.9385817978782803,1791,1489,0.8313791178112786,January 2022 - March 2022,2108,,0.8381651376146789,0.8450912678835718,0.8416282027491253,No
58,Rutland,East Midlands,E06000017,64,56,0.875,64,64,1,64,64,1,64,62,0.96875,64,59,0.921875,64,55,0.859375,January 2022 - March 2022,91,,0.8338907469342253,0.7259475218658892,0.7799191344000572,No
59,West Northamptonshire,East Midlands,E06000062,1051,826,0.7859181731684111,1051,960,0.9134157944814463,1051,972,0.9248334919124643,1051,936,0.89058039961941,1051,923,0.8782112274024738,1051,807,0.7678401522359658,January 2022 - March 2022,1236,,0.6635454351989785,0.6851241485387827,0.6743347918688806,No
60,Birmingham,West Midlands,E08000025,3138,2653,0.8454429572976419,3138,2999,0.9557042702358189,3138,2978,0.9490121096239643,3138,2987,0.9518801784576163,3138,2925,0.9321223709369025,3138,2569,0.818674314850223,January 2022 - March 2022,4036,,0.7511355162361874,0.7061372761455611,0.7286363961908742,No
61,Coventry,West Midlands,E08000026,882,779,0.8832199546485261,882,839,0.9512471655328798,882,841,0.953514739229025,882,841,0.953514739229025,882,821,0.9308390022675737,882,741,0.8401360544217688,January 2022 - March 2022,1199,,0.8316237177883412,0.7533998186763372,0.7925117682323393,No
62,Dudley,West Midlands,E08000027,737,573,0.7774762550881954,737,630,0.8548168249660787,737,631,0.8561736770691994,737,586,0.7951153324287653,737,602,0.8168249660786974,737,436,0.5915875169606513,January 2022 - March 2022,983,,0.8734249713631157,0.7940640458214007,0.8337445085922581,No
63,Herefordshire,West Midlands,E06000019,394,374,0.949238578680203,394,352,0.8934010152284264,394,372,0.9441624365482234,394,358,0.9086294416243654,394,351,0.8908629441624365,394,344,0.8730964467005076,January 2022 - March 2022,461,,0.9226118500604595,0.898175397292525,0.9103936236764922,No
64,Sandwell,West Midlands,E08000028,1038,807,0.7774566473988439,1038,934,0.8998073217726397,1038,896,0.8631984585741811,1038,895,0.8622350674373795,1038,858,0.8265895953757225,1038,673,0.6483622350674374,January 2022 - March 2022,1104,,0.94,0.9352698993595608,0.9376349496797804,No
65,Shropshire,West Midlands,E06000051,442,344,0.7782805429864253,442,379,0.8574660633484162,442,382,0.8642533936651584,442,356,0.8054298642533937,442,363,0.8212669683257918,442,264,0.5972850678733032,January 2022 - March 2022,763,,0.5424099017109574,0.509053638537752,0.5257317701243547,No
66,Solihull,West Midlands,E08000029,457,412,0.9015317286652079,457,434,0.949671772428884,457,444,0.9715536105032823,457,425,0.9299781181619255,457,428,0.936542669584245,457,391,0.8555798687089715,January 2022 - March 2022,637,,0.6766884531590414,0.6665236051502146,0.671606029154628,No
67,Staffordshire,West Midlands,E10000028,1693,1517,0.896042528056704,1693,1577,0.9314825753101004,1693,1659,0.9799173065564087,1693,1607,0.9492025989367986,1693,1571,0.9279385705847608,1693,1414,0.835203780271707,January 2022 - March 2022,2340,,0.7754487550665895,0.7862846406763739,0.7808666978714818,No
68,Stoke on Trent,West Midlands,E06000021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,January 2022 - March 2022,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
69,Telford and Wrekin,West Midlands,E06000020,358,250,0.6983240223463687,358,313,0.8743016759776536,358,295,0.8240223463687151,358,296,0.8268156424581006,358,288,0.8044692737430168,358,226,0.6312849162011173,January 2022 - March 2022,577,,0.5518060836501901,0.522972972972973,0.5373895283115815,No
70,Walsall,West Midlands,E08000030,417,366,0.8776978417266187,417,401,0.9616306954436451,417,371,0.8896882494004796,417,388,0.9304556354916067,417,372,0.8920863309352518,417,334,0.8009592326139089,January 2022 - March 2022,846,,0.48284313725490197,0.5623215984776403,0.5225823678662711,No
71,Warwickshire,West Midlands,E10000031,1228,1126,0.9169381107491856,1228,1153,0.9389250814332247,1228,1186,0.9657980456026058,1228,1157,0.9421824104234527,1228,1151,0.9372964169381107,1228,1060,0.8631921824104235,January 2022 - March 2022,1587,,0.8007228519796287,0.7820924261874198,0.7914076390835243,No
72,Wolverhampton,West Midlands,E08000031,700,527,0.7528571428571429,700,653,0.9328571428571428,700,617,0.8814285714285715,700,598,0.8542857142857143,700,591,0.8442857142857143,700,498,0.7114285714285714,January 2022 - March 2022,859,,0.8301242236024845,0.7955357142857142,0.8128299689440994,No
73,Worcestershire,West Midlands,E10000034,1035,949,0.9169082125603865,1035,1008,0.9739130434782609,1035,1016,0.9816425120772947,1035,1001,0.9671497584541063,1035,995,0.961352657004831,1035,923,0.8917874396135266,January 2022 - March 2022,1631,,0.7344463971880492,0.6819516971279374,0.7081990471579933,No
74,Bedford,East of England,E06000055,29,11,0.3793103448275862,29,22,0.7586206896551724,29,22,0.7586206896551724,29,15,0.5172413793103449,29,16,0.5517241379310345,29,11,0.3793103448275862,January 2022 - March 2022,579,,0.07417840375586854,0.07113912651958577,0.07265876513772715,No
75,Cambridgeshire,East of England,E10000003,851,785,0.9224441833137486,851,822,0.9659224441833137,851,851,1,851,822,0.9659224441833137,851,811,0.9529964747356052,851,729,0.8566392479435958,January 2022 - March 2022,1837,,0.5120058565153733,0.49177330895795246,0.501889582736663,No
76,Central Bedfordshire,East of England,E06000056,61,34,0.5573770491803278,61,41,0.6721311475409836,61,44,0.7213114754098361,61,39,0.639344262295082,61,32,0.5245901639344263,61,22,0.36065573770491804,January 2022 - March 2022,936,,0.07158899494665918,0.06935001359804188,0.07046950427235053,No
77,Essex,East of England,E10000012,3221,2903,0.9012728966159578,3221,2964,0.9202111145606955,3221,3129,0.9714374417882645,3221,3034,0.941943495808755,3221,2939,0.9124495498292455,3221,2691,0.835454827693263,January 2022 - March 2022,4442,,0.7881995133819951,0.8404462316772603,0.8143228725296277,No
78,Hertfordshire,East of England,E10000015,2530,2365,0.9347826086956522,2530,2443,0.9656126482213438,2530,2490,0.9841897233201581,2530,2408,0.9517786561264822,2530,2402,0.9494071146245059,2530,2271,0.8976284584980238,January 2022 - March 2022,3469,,0.757652875736203,0.754580346151061,0.7561166109436319,No
79,Luton,East of England,E06000032,695,591,0.8503597122302158,695,660,0.9496402877697842,695,663,0.9539568345323741,695,642,0.9237410071942446,695,619,0.8906474820143885,695,573,0.8244604316546763,January 2022 - March 2022,891,,0.8387096774193549,0.7998805256869773,0.8192951015531661,No
80,Milton Keynes,East of England,E06000042,676,586,0.8668639053254438,676,641,0.9482248520710059,676,621,0.9186390532544378,676,645,0.9541420118343196,676,623,0.9215976331360947,676,525,0.7766272189349113,January 2022 - March 2022,868,,0.8209042865531415,0.8173048816135633,0.8191045840833524,No
81,Norfolk,East of England,E10000020,480,389,0.8104166666666667,480,444,0.925,480,450,0.9375,480,422,0.8791666666666667,480,419,0.8729166666666667,480,358,0.7458333333333333,January 2022 - March 2022,2173,,0.18153846153846154,0.17641430450903,0.17897638302374577,No
82,Peterborough,East of England,E06000031,430,362,0.8418604651162791,430,405,0.9418604651162791,430,402,0.9348837209302325,430,398,0.9255813953488372,430,384,0.8930232558139535,430,307,0.713953488372093,January 2022 - March 2022,799,,0.44138929088277856,0.40953340046995634,0.42546134567636745,No
83,Southend on Sea,East of England,E06000033,534,484,0.9063670411985019,534,511,0.9569288389513109,534,512,0.9588014981273408,534,503,0.9419475655430711,534,505,0.9456928838951311,534,459,0.8595505617977528,January 2022 - March 2022,462,,1.0553299492385786,1.09536354056902,1.0753467449037992,No
84,Suffolk,East of England,E10000029,1514,1375,0.9081902245706737,1514,1472,0.9722589167767504,1514,1455,0.9610303830911493,1514,1448,0.9564068692206077,1514,1325,0.8751651254953765,1514,1229,0.8117569352708058,January 2022 - March 2022,1877,,0.7075920141246774,0.7230086039411602,0.7153003090329189,No
85,Thurrock,East of England,E06000034,555,487,0.8774774774774775,555,544,0.9801801801801802,555,540,0.972972972972973,555,540,0.972972972972973,555,533,0.9603603603603603,555,461,0.8306306306306306,January 2022 - March 2022,672,,0.8394758394758395,0.8249496981891348,0.8322127688324872,No
86,Barking and Dagenham,London,E09000002,532,327,0.6146616541353384,532,389,0.731203007518797,532,384,0.7218045112781954,532,380,0.7142857142857143,532,374,0.7030075187969925,532,313,0.5883458646616542,January 2022 - March 2022,888,,0.4998540997957397,0.5044169611307421,0.5021355304632409,No
87,Barnet,London,E09000003,624,176,0.28205128205128205,624,307,0.49198717948717946,624,304,0.48717948717948717,624,294,0.47115384615384615,624,286,0.4583333333333333,624,160,0.2564102564102564,January 2022 - March 2022,1250,,0.49761063785580717,0.5196354957691474,0.5086230668124773,No
88,Bexley,London,E09000004,668,598,0.8952095808383234,668,642,0.9610778443113772,668,645,0.9655688622754491,668,627,0.938622754491018,668,625,0.9356287425149701,668,567,0.8488023952095808,January 2022 - March 2022,738,,0.7854496463455709,0.8446215139442231,0.815035580144897,No
89,Brent,London,E09000005,650,495,0.7615384615384615,650,592,0.9107692307692308,650,583,0.8969230769230769,650,579,0.8907692307692308,650,561,0.8630769230769231,650,471,0.7246153846153847,January 2022 - March 2022,1126,,0.4712913053667682,0.47373380447585395,0.47251255492131106,No
90,Bromley,London,E09000006,624,565,0.905448717948718,624,599,0.9599358974358975,624,596,0.9551282051282052,624,591,0.9471153846153846,624,584,0.9358974358974359,624,520,0.8333333333333334,January 2022 - March 2022,782,,0.6263363754889179,0.776843467011643,0.7015899212502804,No
91,Camden,London,E09000007,326,298,0.9141104294478528,326,319,0.9785276073619632,326,324,0.9938650306748467,326,316,0.9693251533742331,326,314,0.9631901840490797,326,286,0.8773006134969326,January 2022 - March 2022,502,,0.6406712734452122,0.6656410256410257,0.653156149543119,No
92,Croydon,London,E09000008,403,331,0.8213399503722084,403,380,0.9429280397022333,403,370,0.9181141439205955,403,372,0.9230769230769231,403,350,0.8684863523573201,403,299,0.7419354838709677,January 2022 - March 2022,1303,,0.276162215628091,0.2650968477022408,0.2706295316651659,No
93,Ealing,London,E09000009,827,193,0.23337363966142685,827,636,0.7690447400241838,827,643,0.777509068923821,827,626,0.7569528415961306,827,617,0.7460701330108828,827,182,0.22007255139056833,January 2022 - March 2022,1126,,0.730593607305936,0.717327953373683,0.7239607803398096,No
94,Enfield,London,E09000010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,January 2022 - March 2022,-,,Could Not Calculate Response Rate,Could Not Calculate Response Rate,Could Not Calculate Response Rate,No
